outcome,GUCA2B,GLP2R,SCGN,SLC4A4,CHGA,CA2,GCNT2,PLP1,PYY,CA1,PKIB,ABCA8,RSPO2,BMP3,SLC25A34,CADM3,CLEC3B,MAMDC2,TMEM100,GFRA2,CA7,VSTM2A,HPSE2,GREM2,TMIGD1,OTOP2,GUCA2A,ELANE,LINC00974,UGT1A8,SPIB,NFE2L3,CDH3,TRIB3,CEMIP,WNT2,MTHFD1L,SLC6A6,KLHL35,CLDN1,TMEM41A,KRT80,ENC1,FUT1,CPNE7,LOC101929705,PVT1
1,3.554097022,6.087135561,1.575079433,5.188500495,2.716070288,7.437978613,3.924924444,2.24509613,1.575079433,3.637214026,4.963064539,3.369353798,2.24509613,2.716070288,5.289097186,1.575079433,4.496780266,3.788931321,3.924924444,3.924924444,3.15146836,4.835302046,4.315214021,2.24509613,1.575079433,1.575079433,11.34619632,1.575079433,1.575079433,5.594044506,2.882036077,13.07075576,11.98906753,11.69206458,13.17179656,7.208250618,10.5950437,11.89057806,6.194325963,11.75595799,11.30612498,10.37245689,12.837905,7.553054791,7.324743538,4.496780266,8.628935692
1,1.575079433,5.317619267,3.41260597,4.399455346,4.251743306,6.947006458,8.236871892,2.163248873,1.575079433,1.575079433,5.59860865,4.363981543,3.792265063,4.251743306,4.041470066,1.575079433,6.558240936,3.336485414,3.336485414,3.48429815,3.255257823,3.073732295,4.793494207,7.164690891,2.401311408,1.575079433,5.101032968,2.163248873,1.575079433,4.895428752,2.401311408,13.35731509,10.77671412,11.10967868,12.38519822,7.612615574,10.46802593,12.53405813,6.192232442,11.86328584,10.36797294,9.480669746,13.46904999,8.41723014,11.65173643,5.754842573,9.32785699
1,5.456746561,5.456746561,3.329636616,6.80822734,4.0919325,9.415517992,5.152785646,3.034566246,3.566376377,7.667881901,6.417787503,3.765780968,2.628132918,5.510479753,5.342810803,1.575079433,5.342810803,3.765780968,3.938780644,4.575171422,5.612246304,3.329636616,4.765646436,4.765646436,5.660539629,4.0919325,8.836802473,2.628132918,2.628132918,3.034566246,4.469242081,13.58331577,10.41800494,13.0531339,11.66607556,7.080124273,11.60437356,12.52797155,6.742632868,12.33576584,10.68407335,9.467161915,12.41854723,8.573313347,8.153152527,5.880251692,8.711065528
1,2.837740374,3.572931543,3.311556641,3.404951499,2.976512642,7.216884976,4.574373951,2.676842669,2.837740374,5.22241538,7.054749822,4.138630041,2.976512642,3.311556641,3.854427157,3.572931543,4.536465865,4.749902433,3.311556641,2.976512642,3.916287677,1.575079433,3.721275475,5.990349625,3.210298334,2.837740374,5.70020196,1.575079433,2.22133665,2.481693993,3.975406996,12.82318502,11.87556902,9.789573741,13.2069711,7.519069905,10.60154668,12.27312349,6.288910262,12.84253938,10.43287584,10.69551018,12.83631662,7.357272941,10.17209578,5.268933793,8.990684713
1,5.680114481,5.316553298,1.575079433,7.769436996,6.732340055,9.832718656,4.371016951,3.891136138,5.625580082,9.365920235,7.416131685,5.316553298,4.371016951,2.697214136,3.436262432,3.126485115,5.680114481,4.371016951,1.575079433,3.436262432,4.070591023,1.575079433,4.229016659,7.228249953,6.054725902,1.575079433,9.117833646,1.575079433,1.575079433,3.683611865,2.697214136,11.96348117,11.00208261,13.02344661,12.94586627,7.968173212,10.3923367,11.53356498,7.053934377,12.26233838,9.975355686,10.85483254,12.76991375,8.644413169,9.526545995,5.09288684,8.523298508
1,3.896139084,6.065026646,2.606117431,7.691763512,3.005145128,8.261099832,3.630723683,2.311719389,2.825385501,2.311719389,6.012664941,3.159390629,2.311719389,3.630723683,4.420956037,3.005145128,6.28693795,3.9739566,3.630723683,3.528614709,5.695698345,1.575079433,4.047508977,6.399892361,1.575079433,1.575079433,8.68780945,2.311719389,1.575079433,6.72651352,4.117264904,11.76178959,11.72504807,10.78680008,14.23392147,8.8872236,10.42218975,14.16458233,6.810597259,11.07601256,10.63663208,10.45601109,13.38814605,7.897914599,10.63663208,5.843048273,9.226240351
1,2.449142813,3.957481691,4.11140324,3.508474331,2.637838815,7.052447637,4.334632704,2.197786592,2.449142813,1.575079433,5.082584189,2.197786592,2.637838815,2.793637091,5.058186044,2.637838815,5.082584189,3.047517592,4.062018601,3.253752296,3.253752296,1.575079433,4.787873571,4.010763793,2.197786592,1.575079433,8.792528101,1.575079433,1.575079433,4.453047513,4.010763793,12.67183238,11.48450263,9.937663482,12.06979049,7.609829479,11.32720889,13.3925245,6.119701323,12.0980793,10.6400336,9.09729329,11.82859532,8.356851835,10.32643367,6.096072031,8.734512912
1,5.941006511,5.507583347,4.184618256,9.420075178,8.679895982,11.28612807,6.083341794,3.842530521,6.984890564,10.86641437,7.45902644,6.756409706,4.801635107,5.43845439,5.810566952,4.560314203,5.782993334,4.686151881,5.589546082,3.726190253,5.38432099,3.378917683,5.166159796,7.049810565,7.298330486,3.378917683,9.593317977,2.606595577,3.110960533,4.7159234,5.456052516,12.88757458,11.99344427,10.84247369,11.26516652,9.171072606,10.23891741,12.38941454,6.948206989,11.62954764,10.49812863,8.714875757,12.08388923,6.253539647,8.436907783,3.999879395,8.108979467
1,5.49146658,5.874745175,4.119926349,7.220722386,8.75592462,9.826791182,8.225320353,3.351294517,5.916182002,5.916182002,7.237130877,3.96567004,3.053197714,4.966123727,5.186422883,4.384280183,6.307117652,4.119926349,3.791322932,6.210597563,5.995631947,2.642098396,5.043417038,5.435450056,4.49962182,3.791322932,7.694628438,3.053197714,1.575079433,3.791322932,4.884368627,12.4944829,10.16997473,10.33907235,12.7281916,8.7616052,10.71488395,12.35537918,7.830569481,10.54248413,10.24893406,9.364458017,12.84983438,8.521594455,11.86985687,5.043417038,8.514883161
1,2.581742675,1.575079433,5.778416928,10.56502927,4.78338561,12.89419998,4.613376365,1.575079433,6.486903332,3.123798717,4.419830962,2.972500182,2.581742675,2.293965807,4.470795117,3.58706293,4.861263868,2.293965807,3.680201451,2.581742675,5.039036426,1.575079433,2.796355661,3.997902117,1.575079433,1.575079433,5.675243872,2.293965807,1.575079433,1.575079433,3.848564889,11.77953829,13.56258445,10.53890165,12.68129151,7.407641039,10.83214841,10.35895163,6.711644028,11.48218514,11.21654942,8.736764317,13.62108944,8.312181412,7.368602922,7.193506701,9.037677512
1,3.799523826,3.9593246,2.598762577,9.358926179,3.405401512,10.96820119,4.458022555,1.575079433,3.283919813,2.306359893,7.654146785,4.824032884,3.9593246,3.617578556,5.081134773,5.436068231,6.352456234,5.081134773,5.239888875,4.976605866,5.462016739,1.575079433,2.995302646,5.938781203,2.306359893,2.816629689,2.306359893,1.575079433,1.575079433,2.598762577,5.114334789,10.8404982,11.23014547,11.30072243,12.88684329,10.57063056,10.72392358,11.77806161,6.43311278,10.49759039,10.06280394,11.80983603,12.24866964,8.368462463,6.898260464,5.209523175,7.397257758
1,2.602827405,2.884700145,5.156846965,3.522954908,5.178096067,6.212967213,3.000743157,3.37282157,2.602827405,3.000743157,8.125628476,2.419963819,3.778561532,2.419963819,4.820174799,3.719238414,4.413698212,2.884700145,2.419963819,2.884700145,5.745029583,1.575079433,3.290260593,4.551784199,2.419963819,2.176707939,7.994955135,1.575079433,2.419963819,2.419963819,6.413385772,13.37790041,12.47136881,12.06654882,10.40173038,7.691630236,10.81054352,11.63391899,8.250430542,11.95940683,10.28318084,9.620474632,12.18806146,8.979657906,10.83067262,5.595659189,8.606211879
1,4.122402652,4.57272429,4.695379558,9.117392351,9.059477678,10.30329117,5.990391754,5.227345442,5.954445054,6.892321296,6.766877959,6.209478741,4.473113965,6.114997463,5.078684439,5.990391754,6.426020409,5.380179629,4.752909428,4.438262367,5.468007352,4.540304548,4.937571312,8.061385374,5.787352031,2.748265035,7.538715298,2.748265035,2.597767165,4.835024104,7.554777976,11.27768834,11.18690399,11.4189955,11.7575808,7.762674599,9.927406868,10.85369707,6.746033114,11.12304349,9.635313428,10.37626879,12.26836945,8.182616874,9.968446715,5.144307304,8.459219209
1,6.577653295,5.471737617,3.189610922,8.419795008,7.810729496,10.56031717,5.115466151,3.50916223,5.700214536,9.414578292,7.774831348,6.388508828,2.262622433,4.79212692,4.79212692,3.411651398,5.661293651,5.025967551,5.056431478,5.226655703,5.775022509,4.15989614,4.511593927,4.15989614,6.754065248,3.599650582,9.680135805,2.262622433,2.744925931,4.597634537,5.304698004,12.23752691,11.63678311,11.02352463,11.76466486,6.826031222,10.62411447,11.57420888,6.423744781,11.10437609,10.21842291,10.5390775,12.31552253,6.446765096,9.801049754,4.466498365,8.780378853
1,2.702690337,4.288831043,1.575079433,4.80635378,3.008469045,6.543873058,4.551610799,3.900967715,2.702690337,1.575079433,6.22441666,3.133745488,2.503292155,2.866934376,5.710997673,3.133745488,4.871403479,3.349678335,3.349678335,2.702690337,4.629232643,2.236983607,3.532886697,2.866934376,2.503292155,1.575079433,5.638659531,2.503292155,1.575079433,5.522803107,7.68431869,12.06178407,10.4893981,11.64461479,13.68222763,7.467282386,11.05104549,12.43107127,6.837744407,12.55406642,10.55145725,10.15739682,11.52660273,8.939615455,8.994807579,5.131978373,7.467282386
1,1.575079433,5.927859311,1.575079433,10.67141773,6.410600837,9.105381522,6.821618665,5.731419779,3.45209651,7.764769339,7.308702746,8.802390032,5.472531906,7.291006365,5.564128976,4.748570714,1.575079433,6.951240263,5.156146757,5.075161889,3.809451215,2.945801365,4.249218358,6.059343897,2.385858479,2.385858479,4.00287512,1.575079433,1.575079433,1.575079433,5.340489977,11.80082176,9.221999644,8.12578145,11.89860726,9.784900117,9.887050988,13.14018422,6.771434243,12.57204057,10.43617149,10.44519679,13.55718228,7.528504136,6.62366838,4.800107045,8.70221329
1,3.609464455,3.142046559,1.575079433,8.888629045,3.950287833,11.07169563,5.811666462,1.575079433,3.397931675,5.771182219,10.78664639,2.989233171,1.575079433,3.276843682,3.950287833,2.594229646,6.592860525,2.594229646,4.023371048,2.303057826,3.508143824,1.575079433,2.303057826,1.575079433,3.142046559,2.811231738,7.301747823,2.594229646,2.811231738,2.303057826,4.687121028,10.88391562,12.16333372,11.10049208,7.652360576,6.932120395,10.26927002,9.143128848,7.589890081,11.70673409,10.41558482,11.92483521,11.81059583,7.701533525,9.950208191,5.036017313,7.934180641
1,2.463870911,3.279958462,6.471179698,7.641292161,9.093515075,9.0077998,4.669597478,1.575079433,3.457624176,3.751602275,6.105401458,2.813607453,1.575079433,2.463870911,4.600864104,3.071045072,5.468295287,2.813607453,3.279958462,2.813607453,4.452346798,1.575079433,3.071045072,4.286036838,1.575079433,1.575079433,9.382976439,1.575079433,1.575079433,3.876876456,7.212173044,11.69256094,11.40780567,11.51179206,11.30441838,7.554370932,10.6565575,12.06171739,7.632832053,11.23066655,10.14187761,10.29981555,12.01732453,9.004525237,10.69057526,6.080690061,9.299933044
1,2.518041621,4.257222956,1.575079433,4.614713678,3.953945112,5.805194314,5.306882006,4.476746889,2.349453684,6.866234319,7.169283222,5.816524226,3.866128855,5.306882006,3.616980422,3.157101787,4.036356849,6.083502963,3.953945112,2.349453684,4.920495579,2.125890147,3.995781905,4.32357976,3.234494032,1.575079433,3.866128855,1.575079433,2.518041621,1.575079433,3.375604963,12.18411586,11.15291716,11.1341334,12.72171913,7.603682187,10.15278584,12.44452324,6.496118046,11.73383144,9.888805803,9.414708472,12.43802309,8.056240996,9.399762929,4.151257513,9.657074017
1,8.038928663,5.535807581,4.799959693,11.02348361,9.978518692,13.26828896,7.147045589,5.535807581,6.391086175,11.4421047,9.541945972,6.869940097,3.89568443,8.33393862,7.33467055,5.202457634,6.814028321,6.677442422,5.686195359,5.916503908,8.302374836,6.033216325,5.098621641,7.046670922,9.121305436,5.870169244,10.6714799,3.528212521,4.130312339,7.33467055,7.204077942,11.55506371,11.76749247,10.98288404,11.11921989,7.433365949,11.40476318,10.2371041,7.300211355,10.35016492,10.10945841,9.418908892,11.53483601,6.613356216,10.28486586,5.433099904,8.836844616
1,7.515108378,4.844937031,3.697206756,9.975083964,7.135255991,11.49980097,6.437420284,3.137201342,4.387320866,9.058364388,8.124872163,4.085820473,1.575079433,7.631695987,5.189862182,4.387320866,3.697206756,3.137201342,3.697206756,5.189862182,5.802861369,1.575079433,4.085820473,4.085820473,7.484426633,4.085820473,10.48544005,3.697206756,3.137201342,4.387320866,6.876265947,12.41842339,11.96867522,11.23313748,11.08255502,7.354721721,10.71084682,10.89704072,10.47767412,10.77878197,9.805533786,6.726925125,11.5853966,8.652111753,8.345748745,6.876265947,7.88758624
1,6.312374963,4.861944981,2.632409179,7.143971017,8.658852921,10.20938808,5.573033886,3.040273869,7.177724895,7.258805632,7.305351677,5.67139601,4.238405568,6.281629964,4.584676181,4.683301901,7.703102827,4.100519562,5.163114676,5.891290187,4.47856494,2.632409179,4.238405568,5.353356256,5.763437286,3.573688695,10.12974802,3.336273816,2.632409179,3.573688695,6.15162352,11.79019146,11.78335908,11.80510977,11.31686239,8.920356242,10.94426906,11.39513596,7.856827919,11.04482076,10.23164446,9.810269176,11.94086079,8.910356212,9.370414088,6.218095367,9.388536571
1,6.415574273,4.592011827,4.217610264,8.100991239,9.246235592,11.32166903,5.31109922,3.504949894,7.834404637,9.895349343,8.160592646,5.339034532,3.394878095,4.443731581,5.098528626,4.390573507,6.576088041,4.08885974,4.886999756,5.253531597,7.385792301,3.504949894,4.494930759,6.741473696,5.806754195,5.846113147,9.282455077,2.592377833,2.592377833,3.869369485,6.528577619,11.46762402,11.54009582,12.33731031,11.48637727,7.469887016,9.770848694,11.35393859,7.641488712,10.9806564,9.988188578,11.02568988,12.22431867,8.096928859,11.71922809,4.494930759,9.216590686
1,2.628431898,4.609437288,2.192117573,4.043382027,2.916511933,6.58600217,4.273115784,3.566887865,2.441299262,4.907486989,6.218397152,3.884151559,2.441299262,6.418585076,5.401656904,2.916511933,5.21971207,3.23976102,3.141931197,2.628431898,3.766328852,3.826553738,5.723262265,4.355214811,2.192117573,2.628431898,7.718849384,1.575079433,1.575079433,3.703202356,2.782991431,12.18747409,10.0088143,13.17675696,11.46230002,8.222421302,10.5407013,11.72892541,9.031664713,13.10226967,10.59539229,9.701675704,12.36837329,7.817722603,9.962353939,7.008346497,8.454076008
1,5.379392274,4.71139599,3.945614149,8.263098036,6.462223424,11.1465049,5.763908144,3.660369845,5.646846894,9.202094527,8.437918381,4.651252373,4.620185411,5.631518259,4.71139599,4.58841386,7.171322661,4.978742032,4.417712478,3.204297601,5.996854434,2.604646487,4.380906064,6.144320922,6.066800446,4.681646136,9.700847615,2.177801732,2.756058674,3.594991622,5.02664151,12.20663816,11.45546127,10.95923594,8.309429308,8.857772332,9.990727215,10.88268299,7.307350559,11.92356922,10.28786363,10.16991134,11.29688585,7.197500666,7.926956087,4.954171288,8.437918381
1,1.575079433,3.133403759,2.70243252,9.245288545,3.692390776,10.82233289,5.221077485,3.444265282,1.575079433,4.312224766,7.712459797,1.575079433,1.575079433,1.575079433,3.692390776,2.70243252,4.68420193,3.444265282,4.162137949,1.575079433,3.444265282,1.575079433,3.298890605,3.444265282,1.575079433,1.575079433,3.298890605,1.575079433,1.575079433,2.939748324,4.933020074,11.65080898,11.60234674,11.26750917,11.026727,8.495659164,10.6310178,10.69570761,5.868825248,12.09388515,10.58142406,9.822494485,12.31129616,7.937534528,9.073996518,5.183331452,8.213503693
1,1.575079433,5.014736352,2.317857219,4.493146,2.835404561,7.545106961,4.8613673,1.575079433,1.575079433,2.835404561,7.344646132,3.912482879,2.317857219,9.145363949,6.202806978,3.171657531,6.705652126,4.325487328,4.439479241,3.308501639,3.645740375,1.575079433,4.201224484,5.422647813,1.575079433,1.575079433,6.052678478,1.575079433,1.575079433,6.781786946,3.645740375,10.47383486,10.02491935,11.33717813,11.41346468,7.753826113,10.67745812,14.02788332,7.225124339,13.09813714,10.35701677,10.38951001,12.473607,6.489117516,9.814654782,4.264759286,8.365002808
1,2.277610086,4.843427534,3.546543113,9.471614546,4.604645686,7.898902358,5.756886899,4.843427534,2.942321528,2.942321528,5.813601899,8.097973376,5.139620782,5.253733582,4.806338366,7.683144169,8.747016797,7.052212422,6.482994797,5.971422661,5.90341247,2.277610086,3.090865137,7.004405242,2.277610086,2.277610086,6.804872485,3.546543113,1.575079433,2.559258322,7.193918451,11.82224955,12.26181973,10.69923148,13.07840489,10.40704797,11.56764591,13.0574604,6.386767142,7.296714521,10.29566446,10.55604254,12.65369026,8.319180254,8.715211767,5.504503954,8.193409327
1,3.931380166,5.143506905,2.624300618,8.581232612,3.559817018,7.885368467,3.758754094,4.221569958,2.624300618,3.758754094,9.687045231,5.209634194,3.931380166,4.924373861,4.460871667,4.843090229,5.500850363,4.460871667,4.346394904,3.758754094,6.566542244,2.624300618,3.931380166,6.663552147,1.575079433,2.624300618,7.813255892,2.624300618,1.575079433,4.664958237,7.26768482,11.70007532,11.556821,12.59163803,11.1210321,6.566542244,11.00791848,10.87129297,7.033789692,10.89768186,10.40882029,10.33717322,12.76068112,9.432404199,8.794208173,8.263311174,9.325383933
1,5.586163714,4.990276376,3.669000183,9.508178529,7.205680217,12.51907284,6.437273416,4.672463137,4.808290735,7.889595568,9.071445213,5.919081719,5.046087493,6.307254055,5.509177485,4.05420976,5.249694258,4.522068181,5.296350911,4.440325281,5.201458239,4.742015004,3.937779293,5.889058969,5.827061158,3.328831011,8.492737418,2.850958542,1.575079433,6.701541155,6.982657219,12.01603652,11.35820523,10.97999158,11.63181387,7.168747772,10.38781208,10.74314042,9.860435525,11.48999688,10.09660351,9.355018217,12.2673473,8.584366293,8.487749771,5.249694258,7.721305087
1,2.722055928,4.314764316,2.159780904,3.159389328,3.402891853,8.18344356,3.725306897,2.159780904,2.849623746,2.962979558,5.107583978,2.849623746,2.159780904,2.574644376,3.402891853,1.575079433,5.148813995,2.962979558,2.722055928,2.722055928,4.929535217,2.159780904,2.849623746,5.42501297,2.159780904,1.575079433,5.373886212,2.396502655,1.575079433,2.849623746,4.550978767,12.12243649,11.18909808,12.00909813,13.13362975,6.166347925,11.25881579,11.00840298,6.290602947,11.37844395,10.36113096,10.34195671,11.50672805,8.848302865,10.69660203,7.021535797,9.98245273
1,2.607607334,3.600215951,3.89903465,4.74743673,5.892910669,6.546085821,4.387385038,2.607607334,3.787548985,2.179582375,5.66969145,4.626958616,2.423945272,2.179582375,4.776009694,3.531176351,6.841691249,2.607607334,4.270537323,5.291803029,4.142830875,2.179582375,4.460140116,4.529277381,3.007138133,2.179582375,5.757519473,3.007138133,2.179582375,3.007138133,4.387385038,12.79505085,12.30410617,12.08630531,11.6717501,6.861596601,11.40712876,11.74809353,6.957196262,12.28566595,10.40040406,10.69739066,11.81423373,8.485393753,7.408770733,4.270537323,8.831418749
1,3.349295001,5.021447798,3.13340032,6.960523377,6.173567981,9.167388136,4.288316242,4.702223485,1.575079433,2.503074448,6.147793834,6.011498096,3.532473331,3.532473331,4.468886072,3.692386413,5.281840679,4.838685254,4.902265289,5.619369503,4.38154239,3.532473331,4.838685254,6.272279104,1.575079433,1.575079433,7.799731968,1.575079433,1.575079433,3.963190033,6.36464895,11.76230325,11.21929186,12.30266179,12.14861965,7.179602608,11.16981415,11.64362846,5.892311383,11.78543172,10.47777056,10.2397306,12.75788056,8.602518932,8.759421605,5.619369503,8.82177066
1,6.414632314,4.198494857,3.217109121,6.928922761,9.382299555,9.950507252,4.760523471,4.361708434,8.376514275,7.28744771,5.841525538,5.541307699,3.217109121,4.361708434,6.043346315,5.325396852,5.325396852,3.798103778,3.540834984,5.070875463,7.027254852,3.217109121,4.013131695,6.178043916,4.198494857,4.974791677,9.515253452,3.798103778,1.575079433,4.507674975,5.786302315,10.8009117,11.08241716,11.27224284,11.67508762,8.14437446,9.697933859,11.70694533,8.934013701,11.36325485,9.625260755,11.0994609,11.15214155,8.319464384,11.40383895,4.639792447,8.376514275
1,5.874860306,5.151211064,3.177093047,7.799874344,4.910135295,10.98251761,5.971766503,5.205589836,3.892550587,5.658884353,8.248867162,5.357282852,6.147928275,5.404463246,4.353188202,2.530694505,5.450135037,3.892550587,5.205589836,4.023180149,4.619328016,3.177093047,3.747681453,6.329405196,3.397777015,1.575079433,8.261671144,1.575079433,1.575079433,4.251771228,6.595495661,11.64208344,10.94133386,11.57378533,12.19791034,7.561786427,9.897284566,11.14248468,7.198672141,11.08060965,9.687953148,10.02292105,12.32647738,8.261671144,7.957712605,6.98358578,8.716997427
1,2.730246415,4.437311895,2.730246415,5.392615454,5.167094008,9.958652286,4.437311895,1.575079433,3.170220487,3.170220487,7.594409888,3.950206943,3.739000569,3.486797786,4.994079549,3.739000569,6.254559973,3.486797786,3.486797786,5.246298781,4.898956368,3.170220487,4.567738974,5.911764104,1.575079433,1.575079433,7.998432949,3.486797786,1.575079433,3.950206943,7.892323943,11.98623759,10.80638801,10.59905119,12.35413761,8.791439957,11.21371486,12.13451401,7.92856796,10.94699336,9.978953918,10.90819902,12.26778304,8.313691815,10.32546726,6.399501015,8.958491018
1,3.549533262,5.222331069,2.687055183,5.758637645,4.755634853,8.293096097,5.028968431,3.27674133,3.420661957,6.469299931,5.485722908,3.666490455,3.872856649,5.455335675,6.090006806,3.549533262,6.423100399,3.872856649,3.77372872,4.943593969,5.515477828,2.370846835,4.416059609,6.557475431,3.549533262,3.113006075,5.877797088,1.575079433,2.921527247,4.651333611,4.478702869,13.05085908,13.11863119,11.55504655,12.25582838,8.826754826,10.31314591,11.61186317,6.528679516,11.54789652,10.50810918,10.79453165,13.1269019,6.920902543,8.972727983,5.987817515,8.384239498
1,6.759866691,5.629691013,2.53437706,8.975532564,7.63377495,12.27769707,5.589156702,3.59164935,5.367231217,8.915550582,9.835075982,4.150453392,4.545027952,6.84813881,5.267813718,3.755016009,5.669109679,4.361770987,3.755016009,5.215378674,6.013152021,3.59164935,3.59164935,6.073069031,7.476567328,4.361770987,9.120729533,1.575079433,3.182903562,5.160939132,4.545027952,12.77994535,11.13654682,11.15568612,10.64949138,7.431580089,10.52254845,11.28773041,6.457052513,12.44544282,10.24560145,9.727553859,12.25770573,7.530896653,10.04185862,4.628349894,9.271904235
1,7.429148998,5.694452675,5.144209359,10.14577785,10.73437766,11.75679677,6.065100496,6.051973759,7.750374794,11.13540246,9.144086698,7.512826748,4.642164197,7.285381445,5.570849883,6.603724642,6.987934264,6.981035178,5.984478469,5.193093879,6.690895043,5.95656657,5.168861521,7.713402497,8.104607111,5.607266723,10.84009049,3.096323007,3.096323007,5.286099531,5.884316662,11.4904197,11.32090567,10.47204291,11.54286722,8.835518958,10.33545041,11.94638441,6.078108406,11.33415604,9.661218599,9.661218599,11.77335417,6.820245077,9.48478255,4.77733508,8.283407014
1,3.751875664,6.72206476,3.317860396,7.83410746,6.120420361,9.219038962,4.834349057,1.575079433,2.620553335,6.72206476,6.340381253,4.834349057,2.620553335,4.338381216,5.263599837,3.024443919,5.065137374,3.024443919,3.924134803,5.263599837,4.076678852,4.91553141,4.338381216,4.213771032,4.558276546,1.575079433,6.05085612,1.575079433,1.575079433,4.213771032,4.076678852,10.96096549,10.49930225,12.68193318,10.38228186,7.854629954,10.7810461,10.21580593,7.92424267,12.14472794,11.05151162,9.462401273,12.32877898,8.767436857,10.04999821,5.687866267,8.237200229
1,2.875212481,4.669693364,4.056610692,5.910732129,4.898023872,7.324832505,5.330753444,5.057364465,2.875212481,2.342298587,6.738887519,5.200610998,4.270671145,4.939570463,4.669693364,5.612095004,7.014052111,5.330753444,4.512452456,4.765509257,3.486136907,1.575079433,4.335189702,7.079960711,2.342298587,1.575079433,7.710860771,2.875212481,1.575079433,1.575079433,4.855219631,11.74975007,11.6971207,11.08489546,13.42825242,8.675273975,10.63230107,13.06837039,6.784793986,11.28668635,10.60139169,10.9580043,12.61123196,7.899925034,10.93084715,4.202976544,8.306033772
1,2.852549444,4.400457867,2.492644824,6.142552427,4.356324415,11.59900334,6.739244896,2.492644824,3.330908543,3.59447343,9.278563544,4.263588608,2.492644824,3.59447343,5.021639851,2.689951327,5.410049564,3.116850075,3.116850075,3.116850075,4.400457867,1.575079433,2.689951327,3.671375647,2.689951327,2.229267926,5.626549163,1.575079433,2.689951327,4.745076068,6.167827566,12.04603299,12.05197389,10.64956753,12.48340411,6.355470145,10.56425602,10.91329716,6.634456615,10.7526979,9.861341384,10.92675416,11.90709478,8.595126821,9.718174958,5.47241819,8.886747713
1,4.090637367,3.652978966,2.67905527,7.626516693,6.727880018,9.515363859,4.940181144,3.102382321,3.213413286,5.618347591,6.808727119,4.036232994,3.979544555,3.40835762,3.725109459,3.213413286,6.503356127,2.979250338,3.920357743,3.57657186,4.378135864,2.67905527,3.725109459,4.288825317,3.858424585,2.840240464,9.47013156,2.48354199,1.575079433,4.910918875,5.653894207,11.64911404,11.58088617,10.84731854,12.29206187,8.558874296,10.5790871,12.83901775,6.371116081,11.55125713,10.24207324,10.37535658,12.43236059,7.875645863,10.55587107,6.140493033,9.144072925
1,8.461320013,4.631439822,3.902844272,10.34400032,9.046389238,11.5639481,5.958190341,3.902844272,7.51862105,12.17477652,8.894727911,4.947267048,4.314815417,8.396057364,7.537371061,4.631439822,6.141234304,4.558769944,4.700526702,4.222900341,6.367915065,2.829493048,4.222900341,6.845439106,8.993066186,5.423677341,11.97484213,2.829493048,3.480103681,4.482112066,5.296705343,11.97269172,11.58042346,10.26747279,9.478546493,7.989415536,10.63036747,10.94574116,7.509153815,10.72129524,9.777522729,9.713029724,11.23485498,8.359653321,8.962182495,5.648093838,7.728973732
1,3.511971277,4.027887115,5.097643193,7.386227642,6.431119494,9.935839082,6.749350083,5.141036482,3.707455474,6.85667471,8.583891134,6.05615235,4.325253001,5.824187914,6.837150932,6.863124284,6.888637694,5.498286242,5.183144936,6.175102766,3.766549934,2.992206245,3.877315822,6.894946078,5.141036482,2.414652669,6.62581291,2.992206245,2.172874361,4.027887115,10.16178131,12.01911422,10.94708577,9.765670062,12.14329957,8.936932485,10.07837513,11.57728323,8.912281307,12.37714882,9.658585652,9.742259642,13.10476908,7.066819531,8.683765337,4.777700777,8.444706591
1,5.805028611,5.365902646,3.771966734,7.614064303,8.726277449,9.748022467,5.505690217,2.750029358,5.570772386,7.814734693,7.746227802,5.505690217,5.210926466,4.331517368,4.47660605,2.750029358,5.437504926,4.169366286,5.437504926,4.941334585,5.437504926,5.365902646,4.607985163,6.890332663,6.223825057,3.516923905,9.313993756,2.750029358,1.575079433,1.575079433,3.985318264,13.24595039,12.02122132,11.25662538,10.67095465,7.78772118,11.08975194,10.5675667,7.56717374,10.96721458,10.26135609,9.806377378,12.32405894,8.511961895,8.210168171,5.036999785,8.711981468
1,5.04200021,4.518295357,4.518295357,3.326174603,5.245507948,9.925241098,3.665962413,3.934476846,2.848924732,4.668590551,6.134534542,2.848924732,4.668590551,3.665962413,4.349819047,4.349819047,5.972851352,4.349819047,3.665962413,1.575079433,5.245507948,2.848924732,2.848924732,6.780645519,5.147390648,2.848924732,6.90524749,3.326174603,1.575079433,3.665962413,4.349819047,12.28375954,12.81208798,12.46981168,12.38011806,8.771735538,10.13051591,13.33294965,9.58238592,11.29689261,10.2261347,9.806511709,12.00027877,9.591681797,8.313485903,5.58183788,8.522356065
1,1.575079433,4.456954136,3.908755051,5.373480638,8.463127162,9.873871324,7.788854058,5.562926071,2.38548488,2.38548488,7.969169976,8.381969017,5.094698939,2.707033989,4.943180159,7.477250367,6.81414609,4.666466423,6.350744675,4.321360497,3.755466945,1.575079433,4.520089269,4.638389593,1.575079433,2.151838017,4.170971329,2.945197921,2.38548488,2.38548488,5.662859589,10.25848066,12.72147427,9.053824759,13.49307571,9.441991776,10.36789777,11.82750628,5.356498714,11.76406659,9.724693934,11.50779555,12.58830759,8.078820142,7.955209229,5.662859589,7.068852915
