outcome,KRT80,SCGN,CDH3,CEMIP,BEST4,ESM1,GLP2R,OTOP2,SCARA5,ETV4,BMP3,INHBA,WNT2,TMIGD1,VSTM2A,ASPA,PCSK2,CPNE7,IL6R,LEC3B,TMEM220,GLTP,LGI1,ENPP6,SLC51B,SLC25A34,PYY,CA7,RXRG,METTL7A,SGCG,ETFDH,HPSE2,PRKG2,SLC4A4,GFRA2,CDKN2B-AS1,FAM135B,FOXQ1,TSPAN7,ABCA8,LINC00974,LINC00682,RERGL,C2orf88,LPAR1,GCG,CLDN1,GRIN2D,RDH5,OTOP3,SLC30A10,SLC25A23,TMEM100,TMEM253,GUCA2A,PLP1,SPIB,CADM3,PLPP1,KRT24
1,9.714115713,5.547380022,12.28939297,11.05981147,5.331704696,6.853292453,5.360506514,1.265924001,7.998010408,11.24629505,7.765598407,11.24725591,8.894112177,4.189791562,3.730693279,4.37260229,2.660525587,8.225683336,8.932850172,6.770126681,7.24070903,10.37316101,2.418564959,4.679413549,7.435422853,5.64416393,5.360506514,6.922323356,3.4256247,11.41269475,1.265924001,9.785965309,5.860939565,5.860939565,6.89314251,5.958185714,3.4256247,2.418564959,5.241651709,7.323234842,5.241651709,1.265924001,1.265924001,2.418564959,8.056193523,8.84671754,6.215781269,10.62752322,10.46026482,5.620572737,1.265924001,2.09150439,10.43771485,5.939255435,6.434204825,10.6853853,2.418564959,8.636911487,4.632684772,10.08793816,1.265924001
1,8.077422736,2.556666182,12.63253963,7.951209184,6.355236059,6.693200908,1.265924001,3.039071927,5.887934654,11.70247062,1.265924001,8.43125107,6.426020257,1.265924001,1.265924001,4.24040299,1.265924001,10.95453335,8.653860488,5.107069721,6.408647648,10.64371534,1.265924001,2.82328357,2.193312729,4.971012612,2.193312729,13.75578303,2.193312729,10.52890796,1.265924001,9.470152035,1.265924001,3.524282742,12.67422178,4.872515596,3.652710194,1.265924001,11.81422151,8.342617333,3.769900512,1.265924001,1.265924001,1.265924001,7.969084337,9.050685682,1.265924001,6.619627093,6.664220565,4.872515596,1.265924001,1.265924001,12.61183077,2.193312729,4.317996888,1.265924001,2.82328357,5.017821058,3.769900512,9.499145199,2.193312729
1,11.37484409,2.260216197,12.92912516,12.86852754,4.133407316,7.632661335,4.229551419,1.265924001,7.50634219,11.20443844,3.918462174,8.137684782,6.477444346,2.646747988,1.265924001,3.918462174,2.260216197,10.03835941,7.293333596,6.202527918,4.404017681,9.545766347,2.260216197,3.515117021,7.094399214,4.699009776,2.260216197,6.179036332,2.646747988,11.41682942,1.265924001,9.68971158,3.663398037,6.202527918,4.030111764,3.918462174,3.155999903,2.260216197,9.501518049,8.529687052,5.333123448,1.265924001,1.265924001,3.796908541,8.477738555,6.67502427,5.151356341,11.81245038,9.450979325,5.455749465,1.265924001,1.265924001,11.26210996,3.918462174,6.314558769,5.532036151,3.515117021,3.515117021,4.483742902,9.97674895,1.265924001
1,11.06208472,4.186319999,11.86746111,8.907514546,6.311077062,6.65461432,1.265924001,3.123911267,4.607696048,12.10854573,3.123911267,9.174250815,8.396476358,3.578237881,2.81456767,4.857490441,2.81456767,10.394147,7.69655392,6.564527318,5.469123216,10.41361794,1.265924001,3.915779175,4.186319999,5.655563686,4.057652964,5.565368684,3.578237881,8.108609162,2.385976198,8.72213633,3.915779175,2.385976198,8.343316128,2.81456767,4.057652964,1.265924001,9.415467121,10.08973443,4.304100236,1.265924001,1.265924001,1.265924001,10.41200536,8.568476557,1.265924001,10.96424842,11.21971608,5.254770157,1.265924001,2.385976198,12.1005589,3.123911267,4.51358173,5.254770157,3.123911267,4.304100236,4.057652964,9.379613433,1.265924001
1,5.982619821,2.785944724,8.746584164,13.44570887,3.258397113,7.280304043,5.019084246,2.364419789,4.729823213,9.149774141,2.785944724,12.64133924,9.995109416,1.265924001,3.474589543,3.82309729,1.265924001,5.019084246,9.636146376,7.628492056,6.485305666,10.46959465,1.265924001,2.896541349,4.466144808,4.497992368,2.785944724,1.265924001,2.364419789,10.94072605,2.663313588,9.288985467,6.613054714,4.702836471,6.669465199,6.037275902,5.645111792,2.364419789,3.921805712,8.774163525,4.400204235,1.265924001,1.265924001,1.910205577,8.064041618,10.48046861,1.910205577,6.227875893,9.71778146,5.465211876,1.265924001,1.265924001,10.40205149,5.164165917,2.896541349,1.910205577,3.660136156,4.013884765,6.05856993,9.899646922,1.910205577
1,10.91665302,3.721293444,11.91997485,12.28425386,4.761906377,6.736790432,4.471525392,4.018844872,5.896777636,11.39938138,4.761906377,9.31239802,7.986717341,3.478903775,2.171842218,3.181268746,2.171842218,10.04455864,9.137709754,6.075329727,5.798436066,9.963347558,2.171842218,4.018844872,6.839150396,4.336282998,5.246796759,5.31966536,2.171842218,11.54509615,1.265924001,9.366937155,4.863230683,5.246796759,7.493136547,3.926667254,4.26343833,2.52764278,10.37025652,7.344477648,5.002856443,1.265924001,1.265924001,3.001169046,7.704446852,6.788878895,3.827847967,11.79068861,10.73533981,6.271263598,1.265924001,5.246796759,11.1787239,4.26343833,5.548964671,8.144913008,3.721293444,5.38900542,3.827847967,9.091816004,1.265924001
1,9.877207444,1.265924001,7.112168433,13.91206785,4.199549333,6.81143258,3.489815746,1.265924001,1.265924001,10.30740134,1.966478832,11.19399773,9.553347107,1.966478832,1.265924001,3.13371313,1.265924001,7.988813834,6.727279336,6.309867569,6.612537657,10.23171229,1.966478832,2.908643528,3.489815746,5.09305893,1.265924001,4.413333517,1.265924001,9.594935959,1.265924001,9.931185435,1.966478832,4.937495388,11.17138679,2.777721921,2.908643528,1.265924001,9.055781853,9.322656416,4.152568071,1.265924001,1.966478832,1.265924001,7.487164658,6.703449252,1.265924001,12.80616695,11.04204639,7.710743347,2.247384863,6.612537657,11.67061616,4.199549333,6.711436475,1.966478832,2.629513712,4.103944175,3.13371313,9.818361639,1.265924001
1,10.37251344,2.038342343,10.83128793,12.39492322,5.370874166,8.151543128,2.761416654,1.265924001,4.273211969,12.31881908,2.574506563,11.32693151,9.563503303,2.345982941,1.265924001,3.062314909,1.265924001,7.858648367,8.62126404,5.776843096,5.489325432,10.42309181,1.265924001,3.062314909,8.544234031,4.325716411,2.345982941,4.102699323,3.681510437,10.16904983,2.761416654,9.078500047,2.574506563,5.345962303,4.646850144,4.975109725,2.921464039,2.574506563,10.67435734,7.40916005,5.345962303,2.038342343,1.265924001,2.345982941,6.592844659,8.297890593,1.265924001,12.63544217,10.35473366,5.320609575,1.265924001,2.038342343,11.35985681,4.376325014,4.7648973,6.723951093,3.836780184,4.605210101,5.186640137,9.700787511,1.265924001
1,12.45121043,3.804075298,13.3936621,12.96454834,7.212955907,7.324886336,4.707449678,1.265924001,6.302393139,12.26944645,4.237405498,9.325033238,9.207312143,2.651274956,1.265924001,4.037667948,1.265924001,10.9419214,8.153744902,5.957733963,5.957733963,10.30605715,1.265924001,2.651274956,7.718315124,3.161847453,4.567480745,5.05979042,3.161847453,9.377884666,1.265924001,8.888302336,4.237405498,2.651274956,4.951747401,3.161847453,4.237405498,1.265924001,12.75377215,9.027130032,3.521750163,1.265924001,1.265924001,1.265924001,6.650737811,7.668266565,1.265924001,11.9269185,11.80677912,5.254072719,1.265924001,3.804075298,11.26314465,4.037667948,6.11564339,6.164650676,4.237405498,5.900995584,3.521750163,9.594331789,1.265924001
1,9.600042441,4.068892049,11.86694191,11.25539911,5.852240896,8.17984999,4.772844151,1.265924001,7.141689445,11.18727462,3.891664752,9.619288914,8.729756286,2.975312796,1.265924001,2.975312796,2.157254887,7.817317617,7.453906026,6.414128347,6.507300473,9.518518691,1.265924001,3.573353733,7.792866803,4.432752632,1.265924001,4.870215302,4.068892049,11.29020352,2.507892731,9.177385965,5.241051458,3.891664752,4.870215302,4.555432098,4.225978957,2.975312796,10.70771429,8.798911072,4.2983469,2.157254887,1.265924001,2.765940643,7.072262089,7.609017121,2.157254887,11.17491147,9.963957552,6.150832815,1.265924001,2.975312796,8.885281303,4.916510963,5.702483658,8.275598267,2.507892731,5.59320351,3.153341935,9.987039775,2.157254887
1,9.751052061,2.400350269,11.35843186,13.66839353,2.833620478,9.556370551,3.27661252,2.078141631,6.589600113,12.31474709,4.443618377,9.237110561,7.946012632,1.265924001,1.265924001,3.395117379,2.078141631,8.91804142,9.409709947,6.056257415,6.039168244,9.967230142,2.078141631,2.999907515,8.122490835,3.69732531,2.400350269,3.69732531,2.078141631,9.952492801,2.078141631,9.62803553,4.495187887,3.395117379,4.964929645,5.668657285,2.63896924,1.265924001,11.44155939,7.319403794,3.27661252,1.265924001,2.078141631,1.265924001,7.395151101,7.908909637,1.265924001,11.9317171,11.61463174,5.345721717,1.265924001,2.078141631,11.70058714,4.684473164,5.229704066,5.932137456,2.078141631,5.229704066,3.604026608,9.732591705,1.265924001
1,11.51973873,2.586825195,11.52891066,13.38742315,5.911031206,7.298887683,4.295747767,1.265924001,3.426811693,13.00200068,4.062438531,7.653977514,4.670709864,3.320898532,2.356360659,3.20545639,2.936482591,12.27699133,8.370964404,5.239852228,7.15315643,9.848116512,2.356360659,3.20545639,7.590690398,5.686874292,2.936482591,3.857390606,3.320898532,9.229884375,1.265924001,9.222945417,3.320898532,6.0272782,8.183523051,3.701326442,3.320898532,1.265924001,11.06556226,7.938686821,4.124534662,1.265924001,1.265924001,2.045929497,7.182074041,7.495995631,1.265924001,10.91655499,9.970198959,6.011235641,1.265924001,1.265924001,11.72613427,3.320898532,4.862909925,4.711287839,4.399254104,3.07833928,3.929193097,7.963879097,1.265924001
1,10.19020227,4.005521002,11.47800231,12.36817321,4.005521002,7.20323186,3.493550741,2.148746895,6.00386887,11.41117162,2.960193289,9.332802818,8.238654323,2.148746895,2.63205454,3.051802491,1.265924001,8.031440802,8.539899583,6.819927435,6.244077772,10.35429483,2.33918494,3.291711029,6.244077772,5.197731067,2.860940385,6.261668775,1.894964758,10.51082942,2.148746895,8.799541046,4.980288725,4.344616271,8.6289195,3.917405695,3.72206661,2.148746895,10.59685058,7.804452702,4.088343354,1.894964758,1.265924001,2.148746895,9.001311663,7.837057709,2.63205454,11.60023383,10.27755261,5.872573049,1.265924001,4.203982639,10.56535649,5.63654083,5.353922943,6.104811833,2.63205454,7.234724369,5.022366592,9.175978496,1.894964758
1,10.34607762,4.550982134,11.94033727,12.06634296,5.193759354,8.556711623,4.550982134,1.265924001,5.356605385,12.08189091,2.360577515,10.02064644,7.448588578,2.360577515,1.265924001,2.780836618,2.360577515,10.92980186,8.888296389,6.377784461,6.631443726,10.09723595,1.265924001,2.360577515,5.548418715,3.865743021,3.328046474,4.550982134,2.360577515,8.89711228,1.265924001,8.589715215,3.08484239,4.357663054,5.009958971,2.360577515,1.265924001,3.328046474,10.7529205,8.34106292,3.532409696,1.265924001,2.360577515,2.360577515,7.448588578,7.75053689,2.360577515,12.04021727,11.53209119,5.135080936,1.265924001,1.265924001,10.27514943,3.328046474,4.00604398,7.12744217,2.360577515,3.08484239,2.780836618,9.26036857,2.360577515
1,9.16440725,1.265924001,10.21290733,11.88398907,4.535322433,6.778094076,1.265924001,3.211925518,6.037515064,10.03804213,5.838087239,13.25753411,5.961029175,1.265924001,6.110139477,5.880246635,1.265924001,7.99672021,8.445283422,1.265924001,5.749867282,10.75268085,1.265924001,1.265924001,5.961029175,5.703639595,1.265924001,6.587908075,1.265924001,10.35958243,1.265924001,8.184796261,1.265924001,1.265924001,8.934064159,3.211925518,7.525792692,5.838087239,9.868068678,6.562267914,7.5389918,5.202742305,1.265924001,1.265924001,8.851844605,8.089342733,1.265924001,11.10408844,12.42523632,5.389833704,1.265924001,4.638007078,12.59714213,4.987440904,5.880246635,4.73374578,1.265924001,6.709681562,4.73374578,7.023266588,1.265924001
1,10.71570373,4.206805504,10.724435,12.37509181,4.546425715,6.570068975,5.025530665,2.727460603,7.074588125,11.99346643,5.882109963,8.912632424,7.460852269,7.045534551,3.343420722,3.756567636,1.941660059,10.59760981,9.145348908,6.528662137,6.837525928,10.31928057,1.265924001,4.024562174,7.665637293,5.54208447,7.108696821,4.248866407,2.854781967,10.65450234,1.941660059,8.941299114,4.072416447,4.367954554,9.046195712,4.442078468,7.491333121,3.170390218,9.755676084,7.465246318,5.558668839,2.213209624,1.265924001,1.941660059,8.436759609,7.152955087,6.405960774,11.4893608,9.765506017,5.68486725,1.265924001,4.206805504,10.70180901,4.546425715,5.326496649,10.39951863,2.969437956,4.367954554,4.16343644,9.318021892,1.265924001
1,10.46707767,4.552197273,10.52482341,12.83729596,5.774205668,7.189318621,4.915800792,2.228833542,4.552197273,11.75461674,5.517723803,9.8327396,8.696941054,5.408350247,3.289288495,3.289288495,1.265924001,6.800583968,7.694190275,4.915800792,6.680576587,10.3686195,2.228833542,3.289288495,6.616604706,4.745610359,4.80463293,3.959238075,1.265924001,10.76678242,2.604560917,8.908636681,4.481365302,5.330505191,7.014232903,3.101374845,4.328025398,2.228833542,8.693071177,7.063040139,3.849317059,2.604560917,1.265924001,2.228833542,7.862152694,9.730728904,5.115081095,12.54858413,9.839757337,6.514984363,1.265924001,3.849317059,11.01790565,6.065558308,3.729756145,9.027112782,3.101374845,5.482184712,2.228833542,9.939489529,1.265924001
1,10.65207042,5.246684988,11.77834487,12.63324173,4.466726631,7.320270387,5.269606347,3.609899584,7.292665636,11.47525589,7.976628058,11.66317722,8.262109707,7.37394345,3.609899584,4.755101146,4.203622877,8.426050782,8.889246419,6.274471156,6.641496228,10.18786492,3.533283396,3.75110594,6.372723747,5.379012738,5.538354145,5.732043973,3.451956244,10.27082949,2.65915478,8.790092374,4.251050346,5.100862867,8.526621272,4.966831098,5.629644608,2.65915478,9.790182095,8.041080041,7.241604999,2.65915478,1.98253634,3.451956244,7.771969287,7.83455942,4.755101146,11.02636591,9.463785813,5.842958854,2.269462749,4.154525196,10.33311597,5.917251342,5.100862867,9.034618251,6.569681092,7.095882251,6.676104762,9.512451427,1.98253634
1,10.62076886,1.265924001,10.83289477,12.07290002,6.609792148,6.747555949,3.826040162,1.265924001,5.870470997,11.76765348,4.861073989,9.997166518,8.439271818,3.17979052,3.17979052,4.861073989,3.17979052,11.53544182,7.843853456,6.53563422,6.093795264,10.19671463,1.265924001,1.265924001,7.418246808,6.680319628,6.609792148,6.457451144,4.592831137,9.919156765,1.265924001,9.449617068,4.261459712,4.592831137,7.14667365,1.265924001,5.281445332,1.265924001,11.96761934,9.031143281,4.592831137,1.265924001,1.265924001,1.265924001,7.78108081,8.629432151,5.281445332,11.33154201,10.24982998,4.261459712,1.265924001,5.086671986,10.96229418,4.261459712,5.281445332,9.122583601,1.265924001,3.17979052,3.826040162,9.781639347,1.265924001
1,9.993258022,3.147660328,9.978531037,11.24551662,2.761217734,9.365780605,6.339154966,1.265924001,7.687622813,13.27137893,2.503881401,10.48983024,8.549268286,2.154294388,2.154294388,4.061477718,1.265924001,10.05198657,9.66234339,6.571175154,6.542314662,10.28962626,2.154294388,4.359327445,8.710274574,3.975844922,1.265924001,3.68122469,2.970054963,8.117306582,2.970054963,9.291898281,5.303085326,4.861821991,4.908073551,3.975844922,5.195606216,1.265924001,11.00710938,7.482738503,3.30302327,1.265924001,1.265924001,1.265924001,7.27924783,8.005518196,1.265924001,11.64366592,9.930646507,5.157907473,1.265924001,2.154294388,11.18615936,4.061477718,4.660117368,4.604867622,3.147660328,4.424839752,3.147660328,10.56524144,1.265924001
1,10.29252739,6.589864252,10.76882279,12.34025575,3.435118447,5.657744019,5.22345942,1.265924001,6.260922918,12.07967063,4.944234207,10.02909222,7.33774014,5.22345942,4.134450122,1.265924001,1.265924001,10.80091559,8.657532779,6.773684638,4.596593392,10.02003194,1.265924001,1.265924001,6.857490467,5.22345942,1.265924001,5.657744019,1.265924001,10.8271248,1.265924001,8.913807966,5.657744019,5.22345942,7.603443806,3.435118447,5.83385219,1.265924001,9.335034446,7.785575505,5.83385219,1.265924001,1.265924001,1.265924001,8.021785738,8.021785738,1.265924001,10.96569783,10.01091441,7.083122496,1.265924001,4.134450122,9.637151044,4.944234207,4.134450122,9.706561964,1.265924001,6.488340291,3.435118447,8.535674308,1.265924001
1,10.34583792,2.127961144,12.21875052,10.37927376,4.68997401,7.6833368,4.112672907,1.265924001,4.613128365,11.854511,4.762867871,9.755682055,8.344110002,1.265924001,1.265924001,3.013151591,1.879939934,9.971221315,7.006588288,5.676083267,4.474975718,10.58224877,1.265924001,2.127961144,4.353792958,4.559477587,1.265924001,3.866326124,2.127961144,10.97697569,1.879939934,9.050268941,4.112672907,3.820600623,7.130181799,2.314258753,3.17534397,1.879939934,10.95207274,6.23817535,3.565457538,1.265924001,1.265924001,1.265924001,6.435516195,8.184405298,3.318885574,12.08959971,10.59013382,5.863411832,1.265924001,2.127961144,10.61678768,3.673387048,4.474975718,5.153906349,2.314258753,3.673387048,1.265924001,9.450235606,1.265924001
1,10.21294048,1.265924001,12.47501631,11.14298722,3.336789486,7.466424951,2.170913205,1.265924001,3.179493575,12.3042523,1.265924001,8.367947903,6.268391374,1.265924001,1.265924001,2.787700834,1.265924001,7.741562444,8.205412785,5.605498338,6.773106592,10.71309317,1.265924001,2.787700834,2.787700834,3.179493575,2.999524876,2.170913205,1.265924001,9.280167831,2.170913205,9.556038256,2.526385721,5.244104229,11.40363748,2.170913205,3.476932127,1.265924001,9.745422765,7.270182676,3.179493575,1.265924001,1.265924001,1.265924001,6.154072967,7.306287239,1.265924001,9.62911061,10.54955193,5.820851537,2.999524876,2.526385721,12.1619135,2.787700834,5.000226361,2.787700834,3.336789486,7.064205222,3.336789486,8.701877638,1.265924001
1,10.11051142,4.92246872,9.875895384,12.04486964,6.415617702,7.247939468,5.394507438,4.384855397,8.225205812,12.18685945,6.179953911,9.122814549,7.91181438,6.203044669,4.012222098,3.33317317,2.252251485,10.25684495,8.219561082,5.953551454,7.651676778,9.659502328,1.265924001,4.115140576,7.354812432,5.311746789,5.311746789,5.472749032,3.499424532,10.35149422,2.636052657,8.732853467,4.611012663,4.210951549,8.491910727,4.743897155,6.225770903,3.499424532,9.686349551,8.868881535,5.177881228,2.916288661,1.265924001,1.265924001,6.912195629,7.156344526,4.743897155,11.69179926,10.37326423,6.883915764,3.142173732,3.499424532,10.99457659,3.142173732,6.058593676,10.04340499,2.916288661,5.08112748,4.611012663,9.597748606,1.265924001
1,10.79437901,3.315137882,11.02944462,12.21208966,5.46523983,5.590827592,5.030447968,3.315137882,7.279152913,12.22491308,5.128621683,9.405136607,8.100192749,6.705422707,3.125400394,3.93624439,1.963007504,11.88289348,9.487979517,6.945549763,6.492491995,9.684447226,2.242608595,3.55577277,7.07373414,6.25341416,6.327336913,5.030447968,3.93624439,9.902045621,2.623093337,8.928873127,4.14144874,5.030447968,8.237879147,4.551747933,7.81490729,3.223829592,10.68224572,10.0101083,6.231577063,2.451448905,1.265924001,2.451448905,7.90381185,7.017456943,6.152428264,10.0101083,9.806596843,5.446366373,1.265924001,5.055631361,11.18261705,4.361543138,4.719350188,9.363114771,2.770710924,5.104703581,4.361543138,9.05067649,1.265924001
1,9.742409403,2.255155101,9.319812771,10.74726994,6.757731952,8.52613448,3.039300889,1.265924001,2.255155101,9.149580753,3.039300889,10.25177655,7.378740324,1.265924001,2.46641767,3.84810205,1.265924001,9.347414899,8.034822803,6.491528975,5.6254773,10.30100685,1.972128036,3.039300889,4.686313326,4.872870455,2.255155101,5.138004183,1.972128036,9.796814667,2.255155101,10.51142575,2.789118341,6.528770004,10.12612964,4.018751601,2.639952655,2.639952655,7.961860995,8.057284764,5.161998507,1.972128036,1.265924001,1.265924001,8.155735215,8.076263343,1.265924001,7.881418655,10.75857303,6.462952508,1.265924001,1.265924001,11.83851332,2.255155101,5.590618905,3.964190136,2.255155101,7.62204159,3.3385942,9.283530196,1.972128036
1,9.487832873,6.194889751,10.40201718,9.591048316,4.430541971,7.377378834,7.883346908,1.265924001,7.809473244,11.18604752,8.271517794,10.83876336,8.606452905,1.875995932,4.338911788,5.414374491,5.399485056,9.137110885,9.570490721,7.820659114,6.326378663,9.772630041,4.838622003,4.135429601,7.323347222,5.338330453,1.875995932,2.307707691,4.09842773,10.52463644,3.002966054,8.200509974,4.838622003,5.595060777,6.510449284,7.161190036,3.086350608,3.981092426,10.37476911,9.741336889,8.874069221,1.265924001,3.164431123,4.488472302,7.04674903,9.240669099,1.265924001,9.8081839,7.56534316,4.747082944,1.265924001,1.265924001,11.31126286,6.425023987,3.760081566,5.172938841,8.00355332,7.065681052,8.859230193,10.37619119,1.265924001
1,9.820731176,2.475535538,13.14490976,11.00475492,4.802051397,5.575748069,1.265924001,3.260300749,5.133707538,11.40248978,2.475535538,9.930771745,8.385885064,3.260300749,1.265924001,4.368553651,1.265924001,11.13690929,8.490222385,3.924115697,5.340035573,10.98957758,1.265924001,1.265924001,3.520201336,6.150339768,3.260300749,3.924115697,2.475535538,9.166488241,2.475535538,8.385885064,4.088576589,3.260300749,9.014821136,3.520201336,2.475535538,1.265924001,13.39961052,7.210661843,4.705479678,1.265924001,1.265924001,1.265924001,7.537313262,8.362510297,1.265924001,13.26348628,11.4439093,3.924115697,1.265924001,1.265924001,11.91810866,3.520201336,3.260300749,3.520201336,2.932840243,4.892477001,4.235572009,9.161982249,2.932840243
1,10.99785387,5.735415147,13.14464961,10.5724859,7.449470138,6.572166166,4.982436193,6.03210014,7.525409432,11.57914331,6.118796522,8.372098631,6.421230585,8.190771685,3.263745266,3.463613477,3.263745266,9.07447228,8.377962331,5.87487733,6.979582204,10.22754324,2.322792718,4.551719712,7.731830588,6.25260739,9.198934788,7.627395021,3.463613477,10.58394543,3.026403054,9.260535407,4.053553919,5.361071615,9.681470355,4.274496966,8.589833045,3.636983441,10.04058287,7.967860292,5.49699633,3.263745266,1.265924001,2.730503204,9.212123727,7.180878546,8.490492774,11.35000822,9.188963348,7.112168415,1.265924001,4.919114611,10.13362797,4.465241428,5.84125966,11.32214827,5.15710674,5.84125966,4.168405274,9.570638862,1.265924001
1,10.15992327,4.520876657,12.43885999,14.78875891,5.426515623,6.347014042,6.525827034,1.265924001,7.450980936,12.66550709,5.319420328,8.622971873,6.111120266,4.703419421,3.584230983,4.311156454,3.129028712,11.83709371,9.371958557,7.126167554,6.451893182,10.00278274,2.818990795,4.615089456,5.262712442,4.703419421,7.606651494,5.010308095,3.922315135,9.642138538,1.265924001,8.746575747,5.262712442,5.573507293,7.595255554,4.786569157,4.311156454,3.584230983,11.29270963,7.595255554,5.477204983,2.389311354,2.389311354,2.818990795,6.111120266,6.373958433,5.526163922,12.50314387,8.518263548,6.451893182,1.265924001,6.045569375,11.24155231,5.828830523,4.703419421,8.125404892,5.477204983,6.204167448,5.828830523,9.511849952,2.818990795
1,10.85280559,8.065546179,11.83242317,12.70463161,4.197101698,8.050552473,5.345968042,4.303747822,7.256868294,10.86142213,6.544958089,9.718710831,7.551298937,5.974507628,3.286294353,5.394432016,2.336005026,9.932111408,8.367279368,5.875734648,6.968558979,9.913587742,2.336005026,3.046880857,7.148360601,5.394432016,3.487754198,4.402843768,2.748124097,11.30924781,1.265924001,8.715050652,4.303747822,6.096466204,8.20748819,5.694350371,4.884606124,2.748124097,11.37315667,7.74070282,5.694350371,1.265924001,2.336005026,4.081613682,8.361216286,6.706800228,4.197101698,10.13761712,4.303747822,7.090882604,1.265924001,4.402843768,10.11797534,4.814841242,4.49541174,10.92651074,5.655154561,5.01465137,4.197101698,9.288147837,2.748124097
1,10.80348481,3.979267684,11.97937152,12.65105096,6.025492717,7.967186852,4.294245069,1.265924001,6.456500767,12.22161977,4.55116092,7.212066892,7.665581716,4.768447681,3.30585636,3.979267684,1.265924001,11.33749179,7.90034336,5.123241885,6.292281671,9.492658657,1.265924001,1.265924001,6.906135615,5.644117473,5.644117473,4.865767621,2.972525649,9.99255422,1.265924001,8.586120402,5.2722579,4.663965618,7.248360056,4.294245069,5.470206799,1.265924001,10.574356,9.852251312,4.294245069,1.265924001,1.265924001,2.505766146,6.950876009,8.102190388,4.428559265,10.96346102,9.666971933,6.517281698,1.265924001,2.505766146,11.26518247,6.883233691,5.042472097,9.52998415,2.505766146,3.789955818,2.972525649,8.942323639,1.265924001
1,8.0566307,2.75396905,11.73553225,9.658532645,4.412673363,6.905071864,2.23121516,1.265924001,3.105534133,11.84912451,1.265924001,7.443403653,5.296473621,1.265924001,1.265924001,1.954730473,1.265924001,10.98249917,9.473643104,3.910729642,7.72446435,10.41959486,1.265924001,1.265924001,7.841548851,6.504337027,2.75396905,4.45049242,1.265924001,8.734839842,1.265924001,9.463403756,1.954730473,3.105534133,5.973151247,1.265924001,3.85459775,1.265924001,6.891552967,5.470708467,3.203167285,2.607766712,1.265924001,1.265924001,6.748896019,5.642316559,3.293764897,11.55390707,10.80195869,6.977241201,1.265924001,1.265924001,11.52329157,1.265924001,7.015134789,6.176513807,1.954730473,5.751298526,3.105534133,8.729152919,1.265924001
1,10.09275443,4.649169151,8.43388991,11.72902399,5.721853745,7.116282014,5.295657775,2.002749438,7.704807712,12.2705202,5.993084526,10.68293314,9.166611928,2.297216482,3.504816193,4.491953456,3.58747833,10.58698905,8.561769435,7.659778238,7.08255237,10.30427923,2.696330131,2.986630722,7.786674002,5.839794244,5.342162224,4.406248671,3.10877015,10.56761959,3.219896881,9.366185769,6.064009337,4.491953456,7.019776217,5.948788202,4.314978275,1.265924001,11.2018046,8.598022648,6.064009337,1.265924001,2.002749438,4.361355158,6.869638453,8.224121707,4.611473462,12.49217709,9.657098673,5.993084526,1.265924001,2.297216482,11.0372923,5.82352664,5.22294016,6.916344015,5.82352664,5.247592145,5.686298661,10.64242764,2.002749438
1,10.54601068,3.390233319,14.11038653,12.78709913,4.080780273,7.188940211,4.663193219,1.265924001,5.24284785,12.23425343,3.661638619,9.003713064,8.448496465,3.046271637,1.265924001,3.887210186,2.56218892,9.915587653,7.126002062,6.349360967,7.344467709,10.14182316,1.265924001,1.265924001,5.822662576,4.982282608,3.046271637,6.273902908,3.046271637,8.749176931,1.265924001,7.657944559,2.56218892,3.046271637,6.065899338,5.593274724,3.390233319,3.390233319,6.705740739,9.003713064,5.320123613,1.265924001,1.265924001,1.265924001,6.842549386,7.730246019,5.393442616,10.09604616,11.29826558,8.154791894,2.56218892,3.046271637,11.42673487,4.883663772,7.229422775,9.049643166,4.883663772,5.92494394,4.777701274,9.658315403,1.265924001
1,10.26266228,3.936308478,12.10361089,10.888451,7.060470194,6.575793751,4.816163249,2.482193392,6.271444772,13.03744384,3.936308478,8.833517036,9.006216856,5.695780076,3.270354586,4.719423444,2.941590721,9.654788249,8.112268551,6.431642568,5.41766067,10.02480449,1.265924001,4.719423444,6.491044781,5.839997469,5.535450702,5.839997469,1.265924001,10.93193967,1.265924001,8.264620234,5.148328926,3.270354586,6.012217581,5.590907205,5.644300781,1.265924001,10.24983155,8.176961591,4.61560144,2.941590721,1.265924001,3.270354586,6.731660814,8.980558282,5.220559797,11.70191273,11.59013704,5.220559797,3.748862026,3.270354586,11.58418655,4.101201273,4.816163249,8.856269434,3.936308478,7.511261396,3.748862026,10.39868481,1.265924001
1,9.324121552,3.853046124,10.95130484,9.572639592,5.956382031,8.030953376,3.853046124,5.089402231,4.343664206,12.01401672,6.666433446,11.70805514,7.907090986,7.894099047,1.265924001,3.853046124,2.354169847,5.759981689,6.755363236,6.309748998,7.087655575,10.54818454,2.354169847,2.044327414,7.507246874,5.922610782,2.933313835,5.509828196,2.772313745,9.190596635,2.772313745,8.115470088,3.317182121,4.623937828,8.026991495,3.422958902,6.335626597,1.265924001,9.752542478,8.141355466,5.26183866,3.201895753,1.265924001,3.611882244,7.344848133,8.181116623,2.584225185,10.86794164,9.876604352,6.215329661,2.044327414,5.340842629,11.03554565,4.057893633,5.939595524,10.26926484,4.057893633,3.853046124,4.857763035,9.279862646,1.265924001
